Fund Name:,SPDR® Gold Shares,,,,,,,,,,,,,,,,
Ticker Symbol:,GLD®,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Date,NAV,Shares Outstanding,Total Net Assets,,,,,,,,,,,,,,
07-Jan-2025,244.672431,303300000.0,74209148360.27,,,,,,,,,,,,,,
06-Jan-2025,243.059200,303300000.0,73719855224.56,,,,,,,,,,,,,,
03-Jan-2025,244.309162,303300000.0,74098968972.93,,,,,,,,,,,,,,
02-Jan-2025,244.265671,303800000.0,74207910832.49,,,,,,,,,,,,,,
01-Jan-2025,240.997613,303800000.0,73215074827.41,,,,,,,,,,,,,,
31-Dec-2024,240.997613,303800000.0,73215074827.41,,,,,,,,,,,,,,
30-Dec-2024,240.838663,303800000.0,73166785787.99,,,,,,,,,,,,,,
27-Dec-2024,241.479109,303800000.0,73361353321.92,,,,,,,,,,,,,,
26-Dec-2024,241.278612,303900000.0,73324570248.05,,,,,,,,,,,,,,
25-Dec-2024,241.283901,304300000.0,73422690946.94,,,,,,,,,,,,,,
24-Dec-2024,241.283901,304300000.0,73422690946.94,,,,,,,,,,,,,,
23-Dec-2024,241.291162,304300000.0,73424900507.33,,,,,,,,,,,,,,
20-Dec-2024,241.543795,305500000.0,73791629376.55,,,,,,,,,,,,,,
19-Dec-2024,239.330328,299700000.0,71727299403.23,,,,,,,,,,,,,,
18-Dec-2024,243.321953,300800000.0,73191243516.08,,,,,,,,,,,,,,
17-Dec-2024,243.389256,300900000.0,73235827235.48,,,,,,,,,,,,,,
16-Dec-2024,245.040157,300900000.0,73732583251.83,,,,,,,,,,,,,,
13-Dec-2024,245.496063,300800000.0,73845215597.52,,,,,,,,,,,,,,
12-Dec-2024,247.834903,302400000.0,74945274611.33,,,,,,,,,,,,,,
11-Dec-2024,249.785948,304100000.0,75959906756.35,,,,,,,,,,,,,,
10-Dec-2024,248.325130,303200000.0,75292179273.38,,,,,,,,,,,,,,
09-Dec-2024,246.693470,303200000.0,74797460111.36,,,,,,,,,,,,,,
06-Dec-2024,243.505567,303500000.0,73903939689.13,,,,,,,,,,,,,,
05-Dec-2024,243.771486,303500000.0,73984645877.22,,,,,,,,,,,,,,
04-Dec-2024,244.559287,304100000.0,74370479200.03,,,,,,,,,,,,,,
03-Dec-2024,243.823021,304100000.0,74146580792.14,,,,,,,,,,,,,,
02-Dec-2024,243.964246,304900000.0,74384698489.10,,,,,,,,,,,,,,
29-Nov-2024,244.794360,305800000.0,74858115339.16,,,,,,,,,,,,,,
28-Nov-2024,243.857562,305800000.0,74571642524.31,,,,,,,,,,,,,,
27-Nov-2024,243.857562,305800000.0,74571642524.31,,,,,,,,,,,,,,
26-Nov-2024,242.128334,306100000.0,74115483119.47,,,,,,,,,,,,,,
25-Nov-2024,243.359482,306100000.0,74492337573.36,,,,,,,,,,,,,,
22-Nov-2024,248.868122,305600000.0,76054098132.99,,,,,,,,,,,,,,
21-Nov-2024,246.132136,305600000.0,75217980902.48,,,,,,,,,,,,,,
20-Nov-2024,243.848723,304700000.0,74300705814.27,,,,,,,,,,,,,,
19-Nov-2024,242.248807,303600000.0,73546737752.78,,,,,,,,,,,,,,
18-Nov-2024,240.741241,303400000.0,73040892634.41,,,,,,,,,,,,,,
15-Nov-2024,237.511578,302800000.0,71918505890.87,,,,,,,,,,,,,,
14-Nov-2024,237.098373,301800000.0,71556289098.17,,,,,,,,,,,,,,
13-Nov-2024,240.007004,302200000.0,72530116583.27,,,,,,,,,,,,,,
12-Nov-2024,240.758087,302900000.0,72925624468.36,,,,,,,,,,,,,,
11-Nov-2024,242.414712,303400000.0,73548623492.35,,,,,,,,,,,,,,
08-Nov-2024,248.558258,305100000.0,75835124390.92,,,,,,,,,,,,,,
07-Nov-2024,248.639522,306400000.0,76183149663.90,,,,,,,,,,,,,,
06-Nov-2024,245.703898,307400000.0,75529378122.42,,,,,,,,,,,,,,
05-Nov-2024,253.315795,308600000.0,78173254308.10,,,,,,,,,,,,,,
04-Nov-2024,253.323191,309200000.0,78327530668.60,,,,,,,,,,,,,,
01-Nov-2024,253.488604,309200000.0,78378676453.50,,,,,,,,,,,,,,
31-Oct-2024,252.553516,310300000.0,78367356067.35,,,,,,,,,,,,,,
30-Oct-2024,256.589569,310600000.0,79696720123.86,,,,,,,,,,,,,,
29-Oct-2024,255.793115,309600000.0,79193548444.46,,,,,,,,,,,,,,
28-Oct-2024,253.268762,310200000.0,78563969846.38,,,,,,,,,,,,,,
25-Oct-2024,252.320721,309600000.0,78118495087.56,,,,,,,,,,,,,,
24-Oct-2024,252.374306,311000000.0,78488409192.35,,,,,,,,,,,,,,
23-Oct-2024,252.788254,311000000.0,78617147098.37,,,,,,,,,,,,,,
22-Oct-2024,252.795645,311500000.0,78745843310.49,,,,,,,,,,,,,,
21-Oct-2024,252.793795,310300000.0,78441914584.15,,,,,,,,,,,,,,
18-Oct-2024,250.589062,309200000.0,77482137818.25,,,,,,,,,,,,,,
17-Oct-2024,248.405862,307700000.0,76434483849.62,,,,,,,,,,,,,,
16-Oct-2024,247.151550,307700000.0,76048532090.02,,,,,,,,,,,,,,
15-Oct-2024,244.732620,307700000.0,75304227091.36,,,,,,,,,,,,,,
14-Oct-2024,245.276012,306300000.0,75128042626.21,,,,,,,,,,,,,,
11-Oct-2024,244.720245,305400000.0,74737562940.25,,,,,,,,,,,,,,
10-Oct-2024,242.888204,304800000.0,74032324554.72,,,,,,,,,,,,,,
09-Oct-2024,241.204029,304800000.0,73518988162.44,,,,,,,,,,,,,,
08-Oct-2024,243.905611,304800000.0,74342430201.72,,,,,,,,,,,,,,
07-Oct-2024,244.005335,304800000.0,74372826023.58,,,,,,,,,,,,,,
04-Oct-2024,244.854483,304800000.0,74631646375.55,,,,,,,,,,,,,,
03-Oct-2024,244.635336,305200000.0,74662704480.72,,,,,,,,,,,,,,
02-Oct-2024,245.867328,304300000.0,74817427995.96,,,,,,,,,,,,,,
01-Oct-2024,246.480057,304300000.0,75003881360.21,,,,,,,,,,,,,,
30-Sep-2024,243.007408,303300000.0,73704146727.66,,,,,,,,,,,,,,
27-Sep-2024,245.963942,303300000.0,74600863600.97,,,,,,,,,,,,,,
26-Sep-2024,246.142246,305100000.0,75097999235.11,,,,,,,,,,,,,,
25-Sep-2024,245.932348,305100000.0,75033959515.29,,,,,,,,,,,,,,
24-Sep-2024,243.578087,305100000.0,74315674335.06,,,,,,,,,,,,,,
23-Sep-2024,243.026172,304500000.0,74001469513.05,,,,,,,,,,,,,,
20-Sep-2024,240.806543,304500000.0,73325592265.84,,,,,,,,,,,,,,
19-Sep-2024,237.990076,304000000.0,72348983085.14,,,,,,,,,,,,,,
18-Sep-2024,237.507422,303400000.0,72059751858.87,,,,,,,,,,,,,,
17-Sep-2024,237.921329,303400000.0,72185331245.38,,,,,,,,,,,,,,
16-Sep-2024,238.797388,303400000.0,72451127554.51,,,,,,,,,,,,,,
13-Sep-2024,237.982577,302800000.0,72061124288.45,,,,,,,,,,,,,,
12-Sep-2024,235.290000,302800000.0,71245812025.53,,,,,,,,,,,,,,
11-Sep-2024,231.760632,301200000.0,69806302382.89,,,,,,,,,,,,,,
10-Sep-2024,231.629099,300600000.0,69627707194.03,,,,,,,,,,,,,,
09-Sep-2024,231.021399,300000000.0,69306419750.30,,,,,,,,,,,,,,
06-Sep-2024,231.625349,300000000.0,69487604822.02,,,,,,,,,,,,,,
05-Sep-2024,231.942243,300000000.0,69582672756.50,,,,,,,,,,,,,,
04-Sep-2024,229.947656,300000000.0,68984296885.83,,,,,,,,,,,,,,
03-Sep-2024,229.196626,300000000.0,68758987801.62,,,,,,,,,,,,,,
30-Aug-2024,232.308743,300000000.0,69692622762.67,,,,,,,,,,,,,,
29-Aug-2024,232.750464,298100000.0,69382913350.49,,,,,,,,,,,,,,
28-Aug-2024,231.564903,297700000.0,68936871556.00,,,,,,,,,,,,,,
27-Aug-2024,231.872550,297700000.0,69028458147.59,,,,,,,,,,,,,,
26-Aug-2024,232.120102,297700000.0,69102154357.20,,,,,,,,,,,,,,
23-Aug-2024,232.127713,297700000.0,69104420051.11,,,,,,,,,,,,,,
22-Aug-2024,229.522892,298300000.0,68466678651.47,,,,,,,,,,,,,,
21-Aug-2024,230.907670,297900000.0,68787394962.14,,,,,,,,,,,,,,
20-Aug-2024,233.850406,298100000.0,69710806089.41,,,,,,,,,,,,,,
19-Aug-2024,230.598389,298700000.0,68879738699.32,,,,,,,,,,,,,,
16-Aug-2024,229.796910,297300000.0,68318621522.68,,,,,,,,,,,,,,
15-Aug-2024,226.179625,294800000.0,66677753482.77,,,,,,,,,,,,,,
14-Aug-2024,227.111623,294000000.0,66770817043.57,,,,,,,,,,,,,,
13-Aug-2024,228.487583,294000000.0,67175349339.83,,,,,,,,,,,,,,
12-Aug-2024,226.575539,295400000.0,66930414211.71,,,,,,,,,,,,,,
09-Aug-2024,224.409404,294400000.0,66066128612.78,,,,,,,,,,,,,,
08-Aug-2024,222.941265,294400000.0,65633908453.71,,,,,,,,,,,,,,
07-Aug-2024,221.926310,293400000.0,65113179282.67,,,,,,,,,,,,,,
06-Aug-2024,221.568023,294800000.0,65318253537.43,,,,,,,,,,,,,,
05-Aug-2024,221.320721,293700000.0,65001895836.39,,,,,,,,,,,,,,
02-Aug-2024,228.357380,293900000.0,67114233947.56,,,,,,,,,,,,,,
01-Aug-2024,226.944777,293900000.0,66699069939.63,,,,,,,,,,,,,,
31-Jul-2024,224.334412,294100000.0,65976750629.80,,,,,,,,,,,,,,
30-Jul-2024,221.002592,293100000.0,64775859860.60,,,,,,,,,,,,,,
29-Jul-2024,221.083625,293100000.0,64799610345.61,,,,,,,,,,,,,,
26-Jul-2024,220.628412,293100000.0,64666187627.94,,,,,,,,,,,,,,
25-Jul-2024,218.605290,293800000.0,64226234100.81,,,,,,,,,,,,,,
24-Jul-2024,223.902745,292600000.0,65513943132.06,,,,,,,,,,,,,,
23-Jul-2024,222.207996,292600000.0,65018059643.76,,,,,,,,,,,,,,
22-Jul-2024,221.248526,292000000.0,64604569484.37,,,,,,,,,,,,,,
19-Jul-2024,222.254697,292000000.0,64898371443.50,,,,,,,,,,,,,,
18-Jul-2024,227.834290,292000000.0,66527612619.95,,,,,,,,,,,,,,
17-Jul-2024,229.358244,292700000.0,67133158095.91,,,,,,,,,,,,,,
16-Jul-2024,225.933988,292700000.0,66130878150.17,,,,,,,,,,,,,,
15-Jul-2024,223.905664,290700000.0,65089376482.39,,,,,,,,,,,,,,
12-Jul-2024,222.580701,290200000.0,64592919372.06,,,,,,,,,,,,,,
11-Jul-2024,222.800553,290200000.0,64656720573.60,,,,,,,,,,,,,,
10-Jul-2024,220.503886,289600000.0,63857925466.92,,,,,,,,,,,,,,
09-Jul-2024,218.984355,289600000.0,63417869321.70,,,,,,,,,,,,,,
08-Jul-2024,219.796291,290100000.0,63762904046.16,,,,,,,,,,,,,,
05-Jul-2024,220.025548,290100000.0,63829411606.14,,,,,,,,,,,,,,
03-Jul-2024,218.392749,290100000.0,63355736368.71,,,,,,,,,,,,,,
02-Jul-2024,215.656568,289600000.0,62454141954.27,,,,,,,,,,,,,,
01-Jul-2024,215.413748,287600000.0,61952993938.66,,,,,,,,,,,,,,
28-Jun-2024,215.582637,288100000.0,62109357769.88,,,,,,,,,,,,,,
27-Jun-2024,214.914314,288100000.0,61916813953.35,,,,,,,,,,,,,,
26-Jun-2024,212.700825,288100000.0,61279107552.72,,,,,,,,,,,,,,
25-Jun-2024,215.053141,288100000.0,61956809869.98,,,,,,,,,,,,,,
24-Jun-2024,215.397813,288100000.0,62056109858.99,,,,,,,,,,,,,,
21-Jun-2024,215.987759,289100000.0,62442061225.72,,,,,,,,,,,,,,
20-Jun-2024,217.521313,289700000.0,63015924409.28,,,,,,,,,,,,,,
18-Jun-2024,215.004886,286800000.0,61663401218.72,,,,,,,,,,,,,,
17-Jun-2024,214.595523,286800000.0,61545996295.40,,,,,,,,,,,,,,
14-Jun-2024,215.578660,286800000.0,61827959709.86,,,,,,,,,,,,,,
13-Jun-2024,213.762387,288100000.0,61584943569.85,,,,,,,,,,,,,,
12-Jun-2024,215.194635,288600000.0,62105172064.38,,,,,,,,,,,,,,
11-Jun-2024,214.294614,288600000.0,61845425554.05,,,,,,,,,,,,,,
10-Jun-2024,213.177091,290300000.0,61885309619.04,,,,,,,,,,,,,,
07-Jun-2024,213.776419,290300000.0,62059294413.55,,,,,,,,,,,,,,
06-Jun-2024,218.387781,290800000.0,63507166820.90,,,,,,,,,,,,,,
05-Jun-2024,216.488248,289600000.0,62694996495.29,,,,,,,,,,,,,,
04-Jun-2024,215.190273,289100000.0,62211507885.20,,,,,,,,,,,,,,
03-Jun-2024,216.275471,289100000.0,62525238579.21,,,,,,,,,,,,,,
31-May-2024,217.258996,289100000.0,62809575633.01,,,,,,,,,,,,,,
30-May-2024,217.289135,289100000.0,62818289027.02,,,,,,,,,,,,,,
29-May-2024,216.810245,289100000.0,62679841893.47,,,,,,,,,,,,,,
28-May-2024,217.488237,289100000.0,62875849207.71,,,,,,,,,,,,,,
24-May-2024,216.761940,289100000.0,62665876988.31,,,,,,,,,,,,,,
23-May-2024,218.120180,289500000.0,63145792187.59,,,,,,,,,,,,,,
22-May-2024,222.801005,291300000.0,64901932804.57,,,,,,,,,,,,,,
21-May-2024,224.598925,291300000.0,65425666847.68,,,,,,,,,,,,,,
20-May-2024,223.953524,291300000.0,65237661628.65,,,,,,,,,,,,,,
17-May-2024,222.322683,291300000.0,64762597523.40,,,,,,,,,,,,,,
16-May-2024,219.992831,289500000.0,63687924508.70,,,,,,,,,,,,,,
15-May-2024,218.153473,289500000.0,63155430391.31,,,,,,,,,,,,,,
14-May-2024,217.910597,289000000.0,62976162590.07,,,,,,,,,,,,,,
13-May-2024,216.890291,289000000.0,62681294215.45,,,,,,,,,,,,,,
10-May-2024,219.549044,289000000.0,63449673638.49,,,,,,,,,,,,,,
09-May-2024,215.223292,288400000.0,62070397304.64,,,,,,,,,,,,,,
08-May-2024,213.684174,288400000.0,61626515720.11,,,,,,,,,,,,,,
07-May-2024,214.663236,288400000.0,61908877382.18,,,,,,,,,,,,,,
06-May-2024,212.337178,289000000.0,61365444370.38,,,,,,,,,,,,,,
03-May-2024,212.344140,288400000.0,61240049918.25,,,,,,,,,,,,,,
02-May-2024,211.828008,288100000.0,61027649090.21,,,,,,,,,,,,,,
01-May-2024,213.080163,288600000.0,61494935125.44,,,,,,,,,,,,,,
30-Apr-2024,213.512992,289000000.0,61705254801.48,,,,,,,,,,,,,,
29-Apr-2024,215.973344,289000000.0,62416296384.25,,,,,,,,,,,,,,
26-Apr-2024,216.864590,289000000.0,62673866595.88,,,,,,,,,,,,,,
25-Apr-2024,214.607993,289900000.0,62214857155.76,,,,,,,,,,,,,,
24-Apr-2024,214.753838,289500000.0,62171236230.71,,,,,,,,,,,,,,
23-Apr-2024,215.515347,289500000.0,62391692956.04,,,,,,,,,,,,,,
22-Apr-2024,216.119477,288900000.0,62436916918.42,,,,,,,,,,,,,,
19-Apr-2024,220.269641,288900000.0,63635899213.88,,,,,,,,,,,,,,
18-Apr-2024,220.549790,287400000.0,63386009791.03,,,,,,,,,,,,,,
17-Apr-2024,221.260444,287400000.0,63590251648.78,,,,,,,,,,,,,,
16-Apr-2024,219.300150,288300000.0,63224233294.46,,,,,,,,,,,,,,
15-Apr-2024,216.992656,287700000.0,62428787142.95,,,,,,,,,,,,,,
12-Apr-2024,222.304768,287100000.0,63823698919.89,,,,,,,,,,,,,,
11-Apr-2024,217.136562,288500000.0,62643898025.63,,,,,,,,,,,,,,
10-Apr-2024,215.967788,287700000.0,62133932486.73,,,,,,,,,,,,,,
09-Apr-2024,218.109433,287700000.0,62750083820.77,,,,,,,,,,,,,,
08-Apr-2024,214.791756,287400000.0,61731150705.18,,,,,,,,,,,,,,
05-Apr-2024,212.789121,286900000.0,61049198858.24,,,,,,,,,,,,,,
04-Apr-2024,212.323768,289000000.0,61361569033.33,,,,,,,,,,,,,,
03-Apr-2024,211.089750,288400000.0,60878283854.95,,,,,,,,,,,,,,
02-Apr-2024,209.642715,287800000.0,60335173277.62,,,,,,,,,,,,,,
01-Apr-2024,205.000624,287100000.0,58855679197.47,,,,,,,,,,,,,,
29-Mar-2024,205.002865,288200000.0,59081825588.78,,,,,,,,,,,,,,
28-Mar-2024,205.002865,288200000.0,59081825588.78,,,,,,,,,,,,,,
27-Mar-2024,203.006827,288200000.0,58506567572.26,,,,,,,,,,,,,,
26-Mar-2024,201.814381,288200000.0,58162904565.81,,,,,,,,,,,,,,
25-Mar-2024,201.529497,290000000.0,58443554134.78,,,,,,,,,,,,,,
22-Mar-2024,201.063786,290000000.0,58308497879.45,,,,,,,,,,,,,,
21-Mar-2024,200.964113,291100000.0,58500653238.17,,,,,,,,,,,,,,
20-Mar-2024,199.757756,291100000.0,58149482756.06,,,,,,,,,,,,,,
19-Mar-2024,199.523785,290700000.0,58001564290.69,,,,,,,,,,,,,,
18-Mar-2024,199.826947,289300000.0,57809935664.72,,,,,,,,,,,,,,
15-Mar-2024,200.324487,288700000.0,57833679442.74,,,,,,,,,,,,,,
14-Mar-2024,200.081186,283500000.0,56723016124.83,,,,,,,,,,,,,,
13-Mar-2024,200.787422,283500000.0,56923234160.85,,,,,,,,,,,,,,
12-Mar-2024,200.127253,282900000.0,56615999954.48,,,,,,,,,,,,,,
11-Mar-2024,201.908094,282900000.0,57119799843.14,,,,,,,,,,,,,,
08-Mar-2024,201.057786,282900000.0,56879249374.21,,,,,,,,,,,,,,
07-Mar-2024,199.415656,283400000.0,56514396891.03,,,,,,,,,,,,,,
06-Mar-2024,198.435871,283700000.0,56296256707.55,,,,,,,,,,,,,,
05-Mar-2024,197.655250,285100000.0,56351511638.77,,,,,,,,,,,,,,
04-Mar-2024,194.290020,285100000.0,55392084839.99,,,,,,,,,,,,,,
01-Mar-2024,189.826517,285900000.0,54271401150.25,,,,,,,,,,,,,,
29-Feb-2024,189.666474,285600000.0,54168745292.82,,,,,,,,,,,,,,
28-Feb-2024,188.223397,286500000.0,53926003356.52,,,,,,,,,,,,,,
27-Feb-2024,188.466313,287000000.0,54089831731.45,,,,,,,,,,,,,,
26-Feb-2024,187.741165,287300000.0,53938036799.66,,,,,,,,,,,,,,
23-Feb-2024,187.770481,287300000.0,53946459147.59,,,,,,,,,,,,,,
22-Feb-2024,187.452933,287300000.0,53855227622.85,,,,,,,,,,,,,,
21-Feb-2024,187.709735,288000000.0,54060403728.48,,,,,,,,,,,,,,
20-Feb-2024,187.929485,290200000.0,54537136494.82,,,,,,,,,,,,,,
19-Feb-2024,185.047337,290800000.0,53811765504.58,,,,,,,,,,,,,,
16-Feb-2024,185.047337,290800000.0,53811765504.58,,,,,,,,,,,,,,
15-Feb-2024,185.619079,290600000.0,53940904492.92,,,,,,,,,,,,,,
14-Feb-2024,183.865629,291200000.0,53541671106.18,,,,,,,,,,,,,,
13-Feb-2024,184.886650,291700000.0,53931435725.82,,,,,,,,,,,,,,
12-Feb-2024,186.658044,292200000.0,54541480566.19,,,,,,,,,,,,,,
09-Feb-2024,187.433072,292200000.0,54767943500.25,,,,,,,,,,,,,,
08-Feb-2024,187.912369,292700000.0,55001950441.25,,,,,,,,,,,,,,
07-Feb-2024,189.114497,292200000.0,55259255965.50,,,,,,,,,,,,,,
06-Feb-2024,188.115732,294100000.0,55324836914.87,,,,,,,,,,,,,,
05-Feb-2024,186.931620,295500000.0,55238293833.01,,,,,,,,,,,,,,
02-Feb-2024,188.434392,295500000.0,55682362982.28,,,,,,,,,,,,,,
01-Feb-2024,189.520684,295500000.0,56003361985.81,,,,,,,,,,,,,,
31-Jan-2024,190.208508,295300000.0,56168572507.94,,,,,,,,,,,,,,
30-Jan-2024,189.265360,295900000.0,56003620014.29,,,,,,,,,,,,,,
29-Jan-2024,187.363075,296600000.0,55571888117.50,,,,,,,,,,,,,,
26-Jan-2024,186.993900,297000000.0,55537188267.65,,,,,,,,,,,,,,
25-Jan-2024,187.487090,298000000.0,55871152788.70,,,,,,,,,,,,,,
24-Jan-2024,187.572541,298000000.0,55896617268.41,,,,,,,,,,,,,,
23-Jan-2024,187.417054,298000000.0,55850281988.31,,,,,,,,,,,,,,
22-Jan-2024,187.293999,298000000.0,55813611591.56,,,,,,,,,,,,,,
19-Jan-2024,187.944204,298700000.0,56138933641.37,,,,,,,,,,,,,,
18-Jan-2024,186.523788,299100000.0,55789264958.89,,,,,,,,,,,,,,
17-Jan-2024,186.391456,299100000.0,55749684582.50,,,,,,,,,,,,,,
16-Jan-2024,188.839955,299900000.0,56633102491.36,,,,,,,,,,,,,,
15-Jan-2024,190.470524,299600000.0,57064969116.54,,,,,,,,,,,,,,
12-Jan-2024,190.470524,299600000.0,57064969116.54,,,,,,,,,,,,,,
11-Jan-2024,188.016031,299600000.0,56329602882.63,,,,,,,,,,,,,,
10-Jan-2024,187.800239,300000000.0,56340071619.09,,,,,,,,,,,,,,
09-Jan-2024,188.553167,301600000.0,56867635060.36,,,,,,,,,,,,,,
08-Jan-2024,187.646761,301600000.0,56594263071.00,,,,,,,,,,,,,,
05-Jan-2024,190.549865,301600000.0,57469841522.73,,,,,,,,,,,,,,
04-Jan-2024,188.994580,303200000.0,57303156684.67,,,,,,,,,,,,,,
03-Jan-2024,189.233032,303200000.0,57375455252.27,,,,,,,,,,,,,,
02-Jan-2024,191.594323,304700000.0,58378790116.10,,,,,,,,,,,,,,
01-Jan-2024,191.125283,304900000.0,58274098894.92,,,,,,,,,,,,,,
29-Dec-2023,191.125283,304900000.0,58274098894.92,,,,,,,,,,,,,,
28-Dec-2023,192.610576,305400000.0,58823269882.27,,,,,,,,,,,,,,
27-Dec-2023,191.778379,305800000.0,58645828354.72,,,,,,,,,,,,,,
26-Dec-2023,190.501212,305300000.0,58160019974.56,,,,,,,,,,,,,,
25-Dec-2023,190.509540,304600000.0,58029205882.65,,,,,,,,,,,,,,
22-Dec-2023,190.509540,304600000.0,58029205882.65,,,,,,,,,,,,,,
21-Dec-2023,189.223088,304600000.0,57637352581.24,,,,,,,,,,,,,,
20-Dec-2023,188.655049,304600000.0,57464327959.95,,,,,,,,,,,,,,
19-Dec-2023,189.194773,304400000.0,57590888824.76,,,,,,,,,,,,,,
18-Dec-2023,187.583856,305100000.0,57231834397.96,,,,,,,,,,,,,,
15-Dec-2023,188.364070,305100000.0,57469877869.92,,,,,,,,,,,,,,
14-Dec-2023,189.645392,304400000.0,57728057692.77,,,,,,,,,,,,,,
13-Dec-2023,183.751726,304500000.0,55952400518.04,,,,,,,,,,,,,,
12-Dec-2023,183.600779,303700000.0,55759556442.75,,,,,,,,,,,,,,
11-Dec-2023,184.140447,304700000.0,56107594158.38,,,,,,,,,,,,,,
08-Dec-2023,186.134949,305400000.0,56845613296.76,,,,,,,,,,,,,,
07-Dec-2023,187.879748,305400000.0,57378475008.30,,,,,,,,,,,,,,
06-Dec-2023,187.835436,305400000.0,57364942267.57,,,,,,,,,,,,,,
05-Dec-2023,187.554663,305400000.0,57279194221.80,,,,,,,,,,,,,,
04-Dec-2023,189.939868,305500000.0,58026629634.72,,,,,,,,,,,,,,
01-Dec-2023,189.607624,304700000.0,57773443106.38,,,,,,,,,,,,,,
30-Nov-2023,188.687034,303900000.0,57341989574.23,,,,,,,,,,,,,,
29-Nov-2023,189.755489,304600000.0,57799522026.02,,,,,,,,,,,,,,
28-Nov-2023,187.782419,305300000.0,57329972428.16,,,,,,,,,,,,,,
27-Nov-2023,186.676351,305900000.0,57104295674.47,,,,,,,,,,,,,,
24-Nov-2023,185.490868,305900000.0,56741656600.20,,,,,,,,,,,,,,
23-Nov-2023,185.188907,305900000.0,56649286513.08,,,,,,,,,,,,,,
22-Nov-2023,185.188907,305900000.0,56649286513.08,,,,,,,,,,,,,,
21-Nov-2023,186.030134,306300000.0,56981030137.69,,,,,,,,,,,,,,
20-Nov-2023,182.517712,306300000.0,55905175091.28,,,,,,,,,,,,,,
17-Nov-2023,183.668933,306300000.0,56257794140.27,,,,,,,,,,,,,,
16-Nov-2023,183.582847,301800000.0,55405303162.57,,,,,,,,,,,,,,
15-Nov-2023,181.554067,301800000.0,54793017482.65,,,,,,,,,,,,,,
14-Nov-2023,182.562171,301800000.0,55097263334.47,,,,,,,,,,,,,,
13-Nov-2023,179.049701,301800000.0,54037199888.73,,,,,,,,,,,,,,
10-Nov-2023,180.029258,301000000.0,54188806717.83,,,,,,,,,,,,,,
09-Nov-2023,181.496360,300700000.0,54575955371.98,,,,,,,,,,,,,,
08-Nov-2023,181.674530,300700000.0,54629531267.42,,,,,,,,,,,,,,
07-Nov-2023,181.801701,300700000.0,54667771597.51,,,,,,,,,,,,,,
06-Nov-2023,184.020664,300700000.0,55335013782.77,,,,,,,,,,,,,,
03-Nov-2023,184.940411,299200000.0,55334170891.32,,,,,,,,,,,,,,
02-Nov-2023,183.935978,298600000.0,54923282967.58,,,,,,,,,,,,,,
01-Nov-2023,184.193080,298600000.0,55000053722.43,,,,,,,,,,,,,,
31-Oct-2023,185.173720,297900000.0,55163251161.01,,,,,,,,,,,,,,
30-Oct-2023,185.240676,297900000.0,55183197460.20,,,,,,,,,,,,,,
27-Oct-2023,183.883137,298700000.0,54925893037.28,,,,,,,,,,,,,,
26-Oct-2023,183.152337,298700000.0,54707603001.54,,,,,,,,,,,,,,
25-Oct-2023,183.924253,298700000.0,54938174285.04,,,,,,,,,,,,,,
24-Oct-2023,182.103513,298100000.0,54285057259.80,,,,,,,,,,,,,,
23-Oct-2023,182.972817,298100000.0,54544196691.54,,,,,,,,,,,,,,
20-Oct-2023,184.416633,299200000.0,55177458273.10,,,,,,,,,,,,,,
19-Oct-2023,181.176650,294000000.0,53265935055.56,,,,,,,,,,,,,,
18-Oct-2023,181.378066,294000000.0,53325151466.27,,,,,,,,,,,,,,
17-Oct-2023,178.829122,296500000.0,53022834815.12,,,,,,,,,,,,,,
16-Oct-2023,177.889554,296500000.0,52744252674.51,,,,,,,,,,,,,,
13-Oct-2023,177.074435,298900000.0,52927548736.54,,,,,,,,,,,,,,
12-Oct-2023,173.811191,298900000.0,51952165051.19,,,,,,,,,,,,,,
11-Oct-2023,173.557996,298900000.0,51876485798.83,,,,,,,,,,,,,,
10-Oct-2023,172.238052,298600000.0,51430282273.38,,,,,,,,,,,,,,
09-Oct-2023,171.172814,298600000.0,51112202280.34,,,,,,,,,,,,,,
06-Oct-2023,168.775039,300000000.0,50632511626.21,,,,,,,,,,,,,,
05-Oct-2023,168.762964,300600000.0,50730147092.78,,,,,,,,,,,,,,
04-Oct-2023,168.718412,301200000.0,50817985825.65,,,,,,,,,,,,,,
03-Oct-2023,169.045030,302600000.0,51153026163.75,,,,,,,,,,,,,,
02-Oct-2023,170.030478,303200000.0,51553240919.82,,,,,,,,,,,,,,
29-Sep-2023,173.509313,302700000.0,52521268932.08,,,,,,,,,,,,,,
28-Sep-2023,173.796133,302700000.0,52608089409.81,,,,,,,,,,,,,,
27-Sep-2023,175.073935,302700000.0,52994880035.33,,,,,,,,,,,,,,
26-Sep-2023,176.908506,302400000.0,53497132302.35,,,,,,,,,,,,,,
25-Sep-2023,178.562150,303700000.0,54229325085.18,,,,,,,,,,,,,,
22-Sep-2023,178.800007,304000000.0,54355202193.72,,,,,,,,,,,,,,
21-Sep-2023,177.655981,304500000.0,54096246168.34,,,,,,,,,,,,,,
20-Sep-2023,180.288592,304300000.0,54861818559.28,,,,,,,,,,,,,,
19-Sep-2023,179.506472,304500000.0,54659720797.39,,,,,,,,,,,,,,
18-Sep-2023,178.450607,305000000.0,54427435052.97,,,,,,,,,,,,,,
15-Sep-2023,178.846210,305000000.0,54548094086.76,,,,,,,,,,,,,,
